symbol,company_name,market_cap,latest_volume,cycle,isPurePrediction,release_date,whenInTheDay,end_price(first_available_sell_point),did_end_price_date_calculation_succeed,prediction [%],factor_price_change_list,weight_distribution_list,confidence,actual_price_change [%],digression [%],signComparison(predict/actual),start_price,n_open_price,n_close_price,n_high_price,n_low_price,n+1_open_price,n+1_close_price,n+1_high_price,n+1_low_price,n+2_close_price,n+2_high_price,n+2_low_price,n+3_close_price,n+3_high_price,n+3_low_price,n+4_close_price,n+4_high_price,n+4_low_price,n+5_close_price,n+5_high_price,n+5_low_price,prediction 0 [%],factor_price_change_list_parsed,prediction_by_factor_1,prediction_by_factor_2,prediction_by_factor_3,prediction_by_factor_4,is_false_positive_factor_1,is_false_negative_factor_1,is_false_positive_factor_2,is_false_negative_factor_2,is_false_positive_factor_3,is_false_negative_factor_3,is_false_positive_factor_4,is_false_negative_factor_4,end_price,didWin,didWin_always_buy
INFA,Informatica Inc. Class A Common Stock,5844395798.0,1842497,4,False,2025-02-13,After market close,16.67,True,2.68,"[7.5, 5.0, -1.0, 0.15]","[0.26, 0.18, 0.22, 0.34]",0.7,-36.13,38.81,+/-,26.1,26.25,25.17,26.38,24.64,16.67,19.75,19.9,16.37,20.38,20.48,19.56,19.92,20.44,19.6,19.83,20.24,19.47,19.29,20.29,19.27,2.68,"[7.5, 5.0, -1.0, 0.15]",7.5,5.0,-1.0,0.15,True,False,True,False,False,False,True,False,16.67,False,False
INFY,Infosys Limited American Depositary Shares,77432847252.0,16249496,5,False,2025-04-17,Before market open,16.22,True,1.57,"[5.0, -5.0, 1.5, 2.5]","[0.26, 0.18, 0.23, 0.33]",0.65,-2.17,3.74,+/-,16.58,16.22,16.14,16.45,15.82,16.86,16.58,16.88,16.39,16.86,16.93,16.66,17.23,17.55,17.18,17.36,17.45,17.24,17.4,17.44,17.26,1.57,"[5.0, -5.0, 1.5, 2.5]",5.0,-5.0,1.5,2.5,True,False,False,False,True,False,True,False,16.22,False,False
IR,Ingersoll Rand Inc. Common Stock,33979631373.0,7019553,4,False,2025-02-13,After market close,88.0,True,5.22,"[8.5, 5.0, 2.0, 5.0]","[0.26, 0.18, 0.23, 0.33]",0.85,-3.67,8.89,+/-,91.35,91.16,92.55,92.74,90.85,88.0,85.72,89.22,85.57,86.75,87.1,85.69,85.69,87.17,85.39,86.77,87.19,85.35,83.69,86.89,83.26,5.22,"[8.5, 5.0, 2.0, 5.0]",8.5,5.0,2.0,5.0,True,False,True,False,True,False,True,False,88.0,False,False
INGR,Ingredion Incorporated Common Stock,8825399902.0,416827,4,False,2025-02-04,Before market open,132.0,True,2.18,"[10.0, -5.0, -1.5, 2.5]","[0.26, 0.18, 0.23, 0.33]",0.4,-2.03,4.21,+/-,134.73,132.0,127.13,132.71,124.54,126.26,126.27,127.76,125.31,127.39,128.49,125.36,127.9,128.01,126.42,127.56,128.91,126.61,128.66,129.0,127.03,2.18,"[10.0, -5.0, -1.5, 2.5]",10.0,-5.0,-1.5,2.5,True,False,False,False,False,False,True,False,132.0,False,False
INOD,Innodata Inc. Common Stock,1136799551.0,3605941,4,False,2025-02-20,After market close,59.46,True,9.99,"[10.0, 12.0, -2.0, 15.0]","[0.1, 0.185, 0.2325, 0.4825]",0.79,-0.1,10.09,+/-,59.52,55.59,54.56,55.59,48.5,59.46,61.91,71.0,58.5,59.21,65.98,55.0,58.11,60.2,55.51,64.17,65.63,59.88,52.62,65.05,52.51,9.99,"[10.0, 12.0, -2.0, 15.0]",10.0,12.0,-2.0,15.0,True,False,True,False,False,False,True,False,59.46,False,False
NSIT,Insight Enterprises Inc. Common Stock,4366183538.0,730655,4,False,2025-02-06,Before market open,181.92,True,3.84,"[12.0, 5.0, -1.5, 0.0]","[0.27, 0.18, 0.2, 0.35]",0.65,4.55,-0.71,+/+,174.0,181.92,169.3,181.92,167.28,168.18,167.47,170.64,166.72,167.6,169.61,165.61,167.51,170.19,166.87,166.35,167.55,163.97,167.57,167.93,165.06,3.84,"[12.0, 5.0, -1.5, 0.0]",12.0,5.0,-1.5,0.0,False,False,False,False,False,True,False,False,181.92,True,True
INSM,Insmed Incorporated Common Stock,12339912033.0,3001026,4,False,2025-02-20,Before market open,80.1,True,0.19,"[10.0, 3.5, -1.0, -5.0]","[0.16, 0.21, 0.25, 0.38]",0.35,-4.45,4.64,+/-,83.83,80.1,83.61,84.28,79.5,84.46,81.06,84.91,80.43,80.03,83.69,79.98,77.5,81.67,76.2,78.1,79.88,77.05,79.05,81.11,78.0,0.19,"[10.0, 3.5, -1.0, -5.0]",10.0,3.5,-1.0,-5.0,True,False,True,False,False,False,False,False,80.1,False,False
INSP,Inspire Medical Systems Inc. Common Stock,4614029471.0,376686,4,False,2025-02-10,After market close,170.49,True,4.71,"[10.0, 5.0, 1.5, 5.0]","[0.09, 0.19, 0.21, 0.51]",0.8,-6.4,11.11,+/-,182.15,181.62,180.99,185.68,179.21,170.49,183.99,186.23,170.02,187.01,191.0,181.95,187.15,187.66,178.08,185.61,189.14,183.63,180.08,185.37,178.6,4.71,"[10.0, 5.0, 1.5, 5.0]",10.0,5.0,1.5,5.0,True,False,True,False,True,False,True,False,170.49,False,False
PODD,Insulet Corporation Common Stock,22285626866.0,1404553,4,False,2025-02-20,After market close,276.35,True,6.26,"[8.5, 5.0, -1.0, 10.0]","[0.14, 0.2, 0.23, 0.43]",0.66,-2.58,8.84,+/-,283.68,281.61,288.29,288.93,281.61,276.35,282.8,286.66,274.87,283.48,287.7,281.9,266.68,283.33,260.42,270.64,272.43,265.36,267.09,270.8,263.34,6.26,"[8.5, 5.0, -1.0, 10.0]",8.5,5.0,-1.0,10.0,True,False,True,False,False,False,True,False,276.35,False,False
INTC,Intel Corporation Common Stock,96749160000.0,94578691,4,False,2025-01-30,After market close,20.1,True,5.96,"[8.0, 4.5, -1.0, 10.0]","[0.26, 0.18, 0.23, 0.33]",0.62,1.77,4.19,+/+,19.75,19.72,20.01,20.1,19.43,20.1,19.43,20.33,19.38,19.38,19.75,18.78,19.29,19.53,19.02,19.65,19.77,18.91,19.38,19.7,19.22,5.96,"[8.0, 4.5, -1.0, 10.0]",8.0,4.5,-1.0,10.0,False,False,False,False,False,True,False,False,20.1,True,True
NTLA,Intellia Therapeutics Inc. Common Stock,885638019.0,3873459,4,False,2025-02-27,Before market open,11.3,True,2.39,"[5.0, 10.0, 0.5, -2.5]","[0.26, 0.18, 0.23, 0.33]",0.47,4.63,-2.24,+/+,10.8,11.3,10.86,12.0,10.84,10.27,10.09,10.34,9.52,9.45,10.37,9.38,9.1,9.53,8.3,9.36,9.49,8.85,9.9,10.0,8.87,2.39,"[5.0, 10.0, 0.5, -2.5]",5.0,10.0,0.5,-2.5,False,False,False,False,False,False,False,True,11.3,True,True
IDCC,InterDigital Inc. Common Stock,5642277332.0,306761,4,False,2025-02-06,Before market open,200.0,True,8.55,"[12.5, 4.5, -2.0, 15.0]","[0.205, 0.185, 0.235, 0.375]",0.7,9.59,-1.04,+/+,182.5,200.0,211.79,213.37,192.0,209.13,204.39,213.38,198.12,207.05,211.45,203.9,207.62,209.41,204.17,210.14,212.0,206.06,214.97,215.85,210.3,8.55,"[12.5, 4.5, -2.0, 15.0]",12.5,4.5,-2.0,15.0,False,False,False,False,False,True,False,False,200.0,True,True
IBKR,Interactive Brokers Group Inc. Class A Common Stock,21491059353.0,1828195,4,False,2025-01-21,After market close,207.0,True,4.37,"[8.5, 5.2, -1.5, 5.0]","[0.235, 0.19, 0.23, 0.345]",0.64,8.9,-4.53,+/+,190.09,192.64,192.83,194.87,190.66,207.0,209.78,211.14,202.43,208.55,212.84,203.99,218.99,220.66,208.89,203.87,214.0,201.21,207.75,208.62,204.0,4.37,"[8.5, 5.2, -1.5, 5.0]",8.5,5.2,-1.5,5.0,False,False,False,False,False,True,False,False,207.0,True,True
ICE,Intercontinental Exchange Inc. Common Stock,99489740442.0,4617932,4,False,2025-02-06,Before market open,165.53,True,5.09,"[5.0, 5.5, 5.0, 5.0]","[0.25, 0.19, 0.21, 0.35]",0.85,3.01,2.08,+/+,160.7,165.53,167.68,169.75,164.0,166.47,166.83,167.87,164.14,167.12,167.75,165.77,166.94,167.07,165.1,166.56,166.86,164.34,168.57,169.04,167.03,5.09,"[5.0, 5.5, 5.0, 5.0]",5.0,5.5,5.0,5.0,False,False,False,False,False,False,False,False,165.53,True,True
IBM,International Business Machines Corporation Common Stock,235778617112.0,4609520,4,False,2025-01-29,After market close,250.0,True,3.12,"[5.0, 3.1, -2.0, 5.0]","[0.26, 0.18, 0.22, 0.34]",0.72,10.79,-7.67,+/+,225.66,225.62,228.63,229.47,223.73,250.0,258.27,261.8,247.01,255.7,257.24,251.89,260.73,262.06,251.84,264.46,265.25,258.12,263.3,265.72,261.18,3.12,"[5.0, 3.1, -2.0, 5.0]",5.0,3.1,-2.0,5.0,False,False,False,False,False,True,False,False,250.0,True,True
IFF,International Flavors & Fragrances Inc. Common Stock,19529592841.0,1891792,4,False,2025-02-18,After market close,80.99,True,8.5,"[8.0, 5.5, 1.5, 15.0]","[0.26, 0.18, 0.22, 0.34]",0.8,-5.36,13.86,+/-,85.58,85.46,86.45,86.45,85.16,80.99,81.99,85.25,80.77,80.14,82.03,78.91,79.89,80.85,79.57,79.61,80.48,79.08,80.28,80.94,79.5,8.5,"[8.0, 5.5, 1.5, 15.0]",8.0,5.5,1.5,15.0,True,False,True,False,True,False,True,False,80.99,False,False
IP,International Paper Company Common Stock,25291761727.0,6755635,5,False,2025-04-30,Before market open,44.06,True,0.67,"[5.0, -6.0, -1.5, 2.0]","[0.28, 0.18, 0.21, 0.33]",0.4,-7.5,8.17,+/-,47.63,44.06,45.68,46.51,43.96,45.0,43.89,45.19,43.79,45.84,45.92,44.43,44.27,45.07,43.81,44.45,44.5,43.56,44.02,45.02,43.74,0.67,"[5.0, -6.0, -1.5, 2.0]",5.0,-6.0,-1.5,2.0,True,False,False,False,False,False,True,False,44.06,False,False
IPG,Interpublic Group of Companies Inc. (The) Common Stock,9483695209.0,3611313,4,False,2025-02-12,Before market open,26.97,True,6.72,"[15.0, 5.0, 1.0, 5.0]","[0.26, 0.18, 0.22, 0.34]",0.75,-0.74,7.46,+/-,27.17,26.97,26.78,27.2,26.43,26.63,26.96,27.02,26.51,27.05,27.28,26.87,27.55,27.59,26.85,27.55,27.85,27.43,27.56,27.76,27.26,6.72,"[15.0, 5.0, 1.0, 5.0]",15.0,5.0,1.0,5.0,True,False,True,False,True,False,True,False,26.97,False,False
INTU,Intuit Inc. Common Stock,185153912600.0,1842163,4,False,2025-02-25,After market close,635.5,True,3.65,"[10.0, 5.0, 1.0, 0.075]","[0.245, 0.19, 0.225, 0.34]",0.75,12.03,-8.38,+/+,567.24,567.31,555.63,571.42,553.24,635.5,625.51,638.99,615.44,600.42,627.99,599.63,613.84,614.85,598.37,601.09,620.81,599.4,598.07,608.9,587.28,3.65,"[10.0, 5.0, 1.0, 0.075]",10.0,5.0,1.0,0.075,False,False,False,False,False,False,False,False,635.5,True,True
LUNR,Intuitive Machines Inc. Class A Common Stock,1694035972.0,6421537,4,False,2025-03-24,Before market open,7.64,True,4.02,"[15.0, 7.0, 0.0, 1.5]","[0.13, 0.21, 0.26, 0.4]",0.85,7.76,-3.74,+/+,7.09,7.64,9.22,9.35,7.64,9.4,9.2,9.48,8.63,8.79,9.43,8.56,8.27,8.78,8.22,8.07,8.4,7.81,7.45,7.86,7.38,4.02,"[15.0, 7.0, 0.0, 1.5]",15.0,7.0,0.0,1.5,False,False,False,False,False,False,False,False,7.64,True,True
ISRG,Intuitive Surgical Inc. Common Stock,201226760905.0,2037100,4,False,2025-01-23,After market close,581.9,True,4.05,"[8.0, 2.5, -0.2, 5.0]","[0.19, 0.19, 0.2, 0.42]",0.74,-4.68,8.73,+/-,610.45,612.0,608.66,616.0,602.0,581.9,584.05,591.91,573.32,573.48,579.34,563.35,574.14,584.48,563.85,572.71,578.41,569.49,580.18,584.42,577.35,4.05,"[8.0, 2.5, -0.2, 5.0]",8.0,2.5,-0.2,5.0,True,False,True,False,False,False,True,False,581.9,False,False
IVZ,Invesco Ltd Common Stock,6977402499.0,5319919,4,False,2025-01-28,Before market open,18.75,True,7.96,"[12.0, 3.5, -0.5, 15.0]","[0.26, 0.18, 0.27, 0.29]",0.67,5.63,2.33,+/+,17.75,18.75,19.34,19.49,18.46,19.34,19.0,19.37,18.86,19.22,19.55,19.08,19.23,19.51,19.08,18.34,18.74,18.27,18.39,18.54,18.26,7.96,"[12.0, 3.5, -0.5, 15.0]",12.0,3.5,-0.5,15.0,False,False,False,False,False,True,False,False,18.75,True,True
INVH,Invitation Homes Inc. Common Stock,21140623013.0,3191718,5,False,2025-04-30,After market close,34.81,True,3.63,"[5.0, 5.0, 0.5, 3.5]","[0.29, 0.18, 0.19, 0.34]",0.74,3.45,0.18,+/+,33.65,33.71,34.19,34.32,33.12,34.81,35.11,35.53,34.06,35.47,35.8,35.19,34.99,35.46,34.86,34.9,35.13,34.7,34.9,35.25,34.85,3.63,"[5.0, 5.0, 0.5, 3.5]",5.0,5.0,0.5,3.5,False,False,False,False,False,False,False,False,34.81,True,True
IONQ,IonQ Inc. Common Stock,8149585699.0,16465600,4,False,2025-02-26,After market close,28.04,True,4.37,"[5.0, 12.0, -0.1, 3.5]","[0.095, 0.185, 0.235, 0.485]",0.68,-5.68,10.05,+/-,29.73,30.78,29.93,31.07,29.55,28.04,24.91,28.99,24.33,24.57,25.62,23.01,23.11,25.58,22.65,22.35,23.2,20.84,22.63,23.2,21.66,4.37,"[5.0, 12.0, -0.1, 3.5]",5.0,12.0,-0.1,3.5,True,False,True,False,False,False,True,False,28.04,False,False
IRDM,Iridium Communications Inc Common Stock,2918165542.0,891176,4,False,2025-02-13,Before market open,31.1,True,5.71,"[12.0, 5.2, 0.0, 5.0]","[0.26, 0.18, 0.23, 0.33]",0.75,12.19,-6.48,+/+,27.72,31.1,31.99,33.17,30.2,32.31,31.63,33.18,31.52,32.46,34.45,32.12,32.66,33.17,32.29,32.12,32.67,32.08,31.08,32.23,30.87,5.71,"[12.0, 5.2, 0.0, 5.0]",12.0,5.2,0.0,5.0,False,False,False,False,False,False,False,False,31.1,True,True
IRM,Iron Mountain Incorporated (Delaware)Common Stock REIT,28896599174.0,915686,4,False,2025-02-13,Before market open,101.69,True,6.89,"[10.0, 5.5, -1.5, 10.0]","[0.26, 0.18, 0.2, 0.36]",0.68,-1.01,7.9,+/-,102.73,101.69,95.25,102.85,94.44,95.0,95.41,96.96,93.95,94.21,96.59,92.98,92.87,93.84,91.46,93.5,94.39,91.32,91.78,94.14,91.41,6.89,"[10.0, 5.5, -1.5, 10.0]",10.0,5.5,-1.5,10.0,True,False,True,False,False,False,True,False,101.69,False,False
ITUB,Itau Unibanco Banco Holding SA American Depositary Shares (Each repstg 500 Preferred shares),63055874122.0,50499344,4,False,2025-02-05,,5.42,True,4.1,"[5.5, 3.5, 1.0, 5.0]","[0.26, 0.18, 0.19, 0.37]",0.73,1.88,2.22,+/+,5.32,5.28,5.39,5.42,5.28,5.34,5.42,5.42,5.31,5.32,5.44,5.28,5.39,5.42,5.35,5.49,5.5,5.42,5.33,5.42,5.27,4.1,"[5.5, 3.5, 1.0, 5.0]",5.5,3.5,1.0,5.0,False,False,False,False,False,False,False,False,5.34,True,True
ITRI,Itron Inc. Common Stock,5125922703.0,598748,5,False,2025-05-01,Before market open,108.21,True,4.91,"[15.0, 5.0, -2.0, 3.5]","[0.215, 0.19, 0.245, 0.35]",0.7,-2.77,7.68,+/-,111.29,108.21,108.05,110.64,104.98,110.13,108.23,112.67,107.77,107.55,109.33,107.3,106.68,109.27,106.53,106.31,107.62,105.36,107.87,109.08,106.08,4.91,"[15.0, 5.0, -2.0, 3.5]",15.0,5.0,-2.0,3.5,True,False,True,False,False,False,True,False,108.21,False,False
JBHT,J.B. Hunt Transport Services Inc. Common Stock,14752219574.0,2835417,3,False,2025-01-16,After market close,175.0,True,1.66,"[5.0, 5.2, -3.0, 0.15]","[0.26, 0.18, 0.21, 0.35]",0.62,-6.19,7.85,+/-,186.55,185.85,186.2,187.51,184.34,175.0,172.45,178.4,171.41,174.43,175.97,172.33,174.91,176.2,173.02,170.28,177.0,169.43,169.96,171.06,169.04,1.66,"[5.0, 5.2, -3.0, 0.15]",5.0,5.2,-3.0,0.15,True,False,True,False,False,False,True,False,175.0,False,False
JBTM,JBT Marel Corporation Common Stock,6115162106.0,590742,4,False,2025-02-24,After market close,119.5,True,4.56,"[15.0, 4.5, 1.0, 0.2]","[0.23, 0.18, 0.23, 0.36]",0.76,0.49,4.07,+/+,118.92,117.22,117.24,119.31,116.64,119.5,135.2,136.43,117.28,135.25,139.05,134.03,131.35,136.0,131.19,132.0,134.5,129.68,129.25,133.7,129.14,4.56,"[15.0, 4.5, 1.0, 0.2]",15.0,4.5,1.0,0.2,False,False,False,False,False,False,False,False,119.5,True,True
JD,JD.com Inc. American Depositary Shares,52391265752.0,21421318,0,False,2024-03-06,Before market open,24.85,True,3.44,"[8.5, -5.0, -1.5, 7.5]","[0.26, 0.18, 0.23, 0.33]",0.57,15.9,-12.46,+/+,21.44,24.85,24.91,25.67,24.33,24.52,23.99,24.54,23.65,24.75,24.95,23.78,26.07,26.35,25.58,27.37,27.61,26.81,28.01,28.55,27.26,3.44,"[8.5, -5.0, -1.5, 7.5]",8.5,-5.0,-1.5,7.5,False,False,False,True,False,True,False,False,24.85,True,True
FROG,JFrog Ltd. Ordinary Shares,4632103428.0,1894615,4,False,2025-02-13,After market close,43.0,True,6.33,"[8.5, 5.5, -1.0, 10.0]","[0.165, 0.185, 0.235, 0.415]",0.7,16.44,-10.11,+/+,36.93,37.22,37.71,37.89,36.56,43.0,39.8,43.0,39.36,42.03,42.14,39.85,39.82,41.87,39.73,39.2,39.53,38.58,38.53,39.53,38.43,6.33,"[8.5, 5.5, -1.0, 10.0]",8.5,5.5,-1.0,10.0,False,False,False,False,False,True,False,False,43.0,True,True
JPM,JP Morgan Chase & Co. Common Stock,722703521604.0,9603892,5,False,2025-04-11,Before market open,226.31,True,2.54,"[5.0, 5.0, -5.0, 3.5]","[0.26, 0.18, 0.19, 0.37]",0.6,-0.35,2.89,+/-,227.11,226.31,236.2,238.58,225.0,237.1,234.72,239.78,233.63,233.13,238.65,232.82,229.61,233.58,227.93,231.96,234.34,230.55,228.99,231.81,226.34,2.54,"[5.0, 5.0, -5.0, 3.5]",5.0,5.0,-5.0,3.5,True,False,True,False,False,False,True,False,226.31,False,False
JBL,Jabil Inc. Common Stock,17362036586.0,1126286,3,False,2024-12-18,Before market open,148.17,True,4.31,"[8.0, 4.5, -1.0, 5.0]","[0.26, 0.18, 0.23, 0.33]",0.75,10.61,-6.3,+/+,133.96,148.17,143.69,150.08,141.0,145.27,140.44,145.63,137.78,145.0,145.75,139.98,145.67,146.49,144.06,147.77,148.1,144.16,147.64,148.64,146.7,4.31,"[8.0, 4.5, -1.0, 5.0]",8.0,4.5,-1.0,5.0,False,False,False,False,False,True,False,False,148.17,True,True
JKHY,Jack Henry & Associates Inc. Common Stock,13242590914.0,652357,4,False,2025-02-04,After market close,174.17,True,2.99,"[5.0, 5.0, 0.5, 2.0]","[0.26, 0.18, 0.22, 0.34]",0.78,-0.35,3.34,+/-,174.78,174.14,174.08,175.24,172.48,174.17,172.78,179.54,172.06,173.87,174.57,170.61,173.81,174.98,171.67,173.66,174.75,173.08,170.97,173.94,169.06,2.99,"[5.0, 5.0, 0.5, 2.0]",5.0,5.0,0.5,2.0,True,False,True,False,True,False,True,False,174.17,False,False
JXN,Jackson Financial Inc. Class A Common Stock ,6226581403.0,591037,4,False,2025-02-19,After market close,96.39,True,7.16,"[8.0, 5.0, -1.5, 15.0]","[0.25, 0.2, 0.225, 0.3]",0.6,-1.52,8.68,+/-,97.88,95.84,93.58,97.31,93.23,96.39,85.39,97.04,84.52,81.7,88.28,81.16,83.62,85.32,82.19,84.87,86.29,83.25,87.13,88.69,85.51,7.16,"[8.0, 5.0, -1.5, 15.0]",8.0,5.0,-1.5,15.0,True,False,True,False,False,False,True,False,96.39,False,False
J,Jacobs Solutions Inc. Common Stock,15321115277.0,1132875,4,False,2025-02-04,Before market open,140.46,True,7.49,"[15.0, 3.5, -1.5, 10.0]","[0.26, 0.18, 0.23, 0.33]",0.75,1.21,6.28,+/+,138.78,140.46,133.99,144.97,133.41,135.23,132.27,135.25,130.0,133.48,134.96,131.66,133.93,135.35,133.0,134.39,135.67,133.72,133.22,134.13,131.51,7.49,"[15.0, 3.5, -1.5, 10.0]",15.0,3.5,-1.5,10.0,False,False,False,False,False,True,False,False,140.46,True,True
JAZZ,Jazz Pharmaceuticals plc Common Stock (Ireland),6383929671.0,1659878,4,False,2025-02-25,After market close,140.5,True,2.56,"[8.5, 5.0, -2.0, 0.0]","[0.25, 0.17, 0.205, 0.375]",0.55,2.79,-0.23,+/+,136.69,137.37,139.67,140.52,137.13,140.5,144.17,148.06,134.57,143.27,147.98,141.14,143.53,143.67,140.89,140.22,145.4,139.6,138.95,141.28,138.23,2.56,"[8.5, 5.0, -2.0, 0.0]",8.5,5.0,-2.0,0.0,False,False,False,False,False,True,False,False,140.5,True,True
JBLU,JetBlue Airways Corporation Common Stock,1715004893.0,41104864,4,False,2025-01-28,Before market open,6.98,True,6.13,"[5.0, 8.0, -0.5, 10.0]","[0.26, 0.18, 0.21, 0.35]",0.65,-13.72,19.85,+/-,8.09,6.98,6.01,6.98,5.75,6.0,6.1,6.26,5.74,6.32,6.41,5.97,6.58,7.18,6.38,6.04,6.38,6.02,6.18,6.19,6.02,6.13,"[5.0, 8.0, -0.5, 10.0]",5.0,8.0,-0.5,10.0,True,False,True,False,False,False,True,False,6.98,False,False
JOBY,Joby Aviation Inc. Common Stock,5550504513.0,11071328,4,False,2025-02-26,After market close,7.09,True,8.81,"[8.5, 5.0, 1.5, 15.0]","[0.13, 0.21, 0.24, 0.42]",0.76,9.08,-0.27,+/+,6.5,6.71,6.7,6.89,6.61,7.09,6.75,7.2,6.56,7.0,7.08,6.39,6.46,7.17,6.36,6.6,6.78,6.23,6.79,6.79,6.51,8.81,"[8.5, 5.0, 1.5, 15.0]",8.5,5.0,1.5,15.0,False,False,False,False,False,False,False,False,7.09,True,True
JNJ,Johnson & Johnson Common Stock,370872135225.0,9023782,5,False,2025-04-15,Before market open,155.7,True,4.37,"[8.5, 5.0, -2.0, 5.0]","[0.26, 0.18, 0.22, 0.34]",0.72,0.87,3.5,+/+,154.36,155.7,153.62,156.3,152.1,155.37,153.91,155.63,152.24,157.47,159.44,154.16,156.92,158.23,155.49,157.75,158.72,156.26,155.38,157.1,154.33,4.37,"[8.5, 5.0, -2.0, 5.0]",8.5,5.0,-2.0,5.0,False,False,False,False,False,True,False,False,155.7,True,True
JCI,Johnson Controls International plc Ordinary Share,62698747220.0,4890162,4,False,2025-02-05,Before market open,87.11,True,5.66,"[5.0, 4.5, 1.0, 10.0]","[0.275, 0.18, 0.22, 0.325]",0.85,12.71,-7.05,+/+,77.29,87.11,86.01,88.9,85.41,86.93,88.0,88.37,85.65,87.65,88.75,87.37,89.52,89.95,88.78,89.16,89.77,88.51,89.03,89.35,87.34,5.66,"[5.0, 4.5, 1.0, 10.0]",5.0,4.5,1.0,10.0,False,False,False,False,False,False,False,False,87.11,True,True
KSPI,Joint Stock Company Kaspi.kz American Depository Shares,15752544288.0,993857,4,False,2025-02-24,Before market open,104.2,True,9.02,"[15.0, 5.5, 5.0, 10.0]","[0.185, 0.185, 0.215, 0.415]",0.8,2.01,7.01,+/+,102.15,104.2,103.0,105.8,98.65,105.0,103.13,105.0,101.92,103.33,103.74,101.0,103.88,105.0,101.52,104.74,104.97,101.51,103.1,105.85,102.0,9.02,"[15.0, 5.5, 5.0, 10.0]",15.0,5.5,5.0,10.0,False,False,False,False,False,False,False,False,104.2,True,True
JLL,Jones Lang LaSalle Incorporated Common Stock,11418441429.0,335296,4,False,2025-02-19,Before market open,274.18,True,5.61,"[8.5, 6.5, 2.5, 5.0]","[0.26, 0.18, 0.23, 0.33]",0.85,-2.74,8.35,+/-,281.91,274.18,279.27,283.48,272.92,276.39,272.28,277.6,271.47,262.07,273.35,259.77,263.92,267.09,260.63,265.57,269.45,261.63,270.94,273.01,266.7,5.61,"[8.5, 6.5, 2.5, 5.0]",8.5,6.5,2.5,5.0,True,False,True,False,True,False,True,False,274.18,False,False
JNPR,Juniper Networks Inc. Common Stock,12231715471.0,3132033,4,False,2025-02-04,After market close,36.0,True,-3.41,"[-8.0, -5.0, 1.0, -2.0]","[0.26, 0.18, 0.23, 0.33]",0.57,4.08,-7.49,-/+,34.59,34.97,35.65,35.65,34.72,36.0,36.08,36.24,35.38,36.0,36.28,35.8,35.7,36.03,35.68,35.97,36.28,35.74,36.1,36.32,35.81,-3.41,"[-8.0, -5.0, 1.0, -2.0]",-8.0,-5.0,1.0,-2.0,False,True,False,True,False,False,False,True,36.0,False,True
BZ,KANZHUN LIMITED American Depository Shares,7742642870.0,4160016,3,False,2024-12-11,Before market open,14.15,True,1.45,"[5.0, 5.0, -0.5, -0.5]","[0.185, 0.17, 0.235, 0.41]",0.55,0.28,1.17,+/+,14.11,14.15,14.49,14.8,13.99,14.35,14.78,15.17,14.35,14.58,14.77,14.32,13.81,14.32,13.76,13.91,14.02,13.73,13.66,14.14,13.5,1.45,"[5.0, 5.0, -0.5, -0.5]",5.0,5.0,-0.5,-0.5,False,False,False,False,False,True,False,True,14.15,True,True
KBH,KB Home Common Stock,4026402141.0,1095261,4,False,2025-01-13,After market close,71.63,True,3.09,"[5.0, 5.0, -1.5, 3.75]","[0.26, 0.18, 0.23, 0.33]",0.7,13.36,-10.27,+/+,63.19,62.83,64.08,64.25,62.42,71.63,67.17,72.64,65.3,68.52,71.65,68.19,68.25,68.38,66.14,67.89,69.75,67.39,67.03,69.48,66.77,3.09,"[5.0, 5.0, -1.5, 3.75]",5.0,5.0,-1.5,3.75,False,False,False,False,False,True,False,False,71.63,True,True
KBR,KBR Inc. Common Stock,7273004252.0,983090,3,False,2024-10-23,Before market open,68.29,True,3.78,"[5.0, 3.5, 0.15, 5.5]","[0.26, 0.18, 0.23, 0.33]",0.75,-3.0,6.78,+/-,70.4,68.29,67.25,71.18,66.37,67.2,67.05,67.56,66.52,66.75,67.53,66.44,67.2,67.43,66.89,67.26,67.37,66.54,68.28,68.52,67.0,3.78,"[5.0, 3.5, 0.15, 5.5]",5.0,3.5,0.15,5.5,True,False,True,False,True,False,True,False,68.29,False,False
BEKE,KE Holdings Inc American Depositary Shares (each representing three Class A Ordinary Shares),23088484961.0,6575678,3,False,2024-11-21,Before market open,19.25,True,5.63,"[10.0, 7.5, 0.5, 5.2]","[0.23, 0.19, 0.225, 0.345]",0.7,-4.84,10.47,+/-,20.23,19.25,19.98,20.52,18.85,19.39,19.4,19.53,18.92,18.4,19.03,18.38,18.72,18.78,18.01,19.01,19.62,19.0,18.85,19.09,18.51,5.63,"[10.0, 7.5, 0.5, 5.2]",10.0,7.5,0.5,5.2,True,False,True,False,True,False,True,False,19.25,False,False
KKR,KKR & Co. Inc. Common Stock,111526179094.0,6749607,4,False,2025-02-04,Before market open,161.87,True,4.91,"[15.0, 3.5, -0.5, 1.5]","[0.26, 0.18, 0.23, 0.33]",0.7,-0.83,5.74,+/-,163.22,161.87,149.3,162.39,149.0,146.92,153.81,154.4,146.92,151.59,155.61,149.21,148.61,152.59,148.39,147.93,151.4,146.56,142.46,146.87,141.88,4.91,"[15.0, 3.5, -0.5, 1.5]",15.0,3.5,-0.5,1.5,True,False,True,False,False,False,True,False,161.87,False,False
