symbol,company_name,market_cap,latest_volume,cycle,isPurePrediction,release_date,whenInTheDay,end_price(first_available_sell_point),did_end_price_date_calculation_succeed,prediction [%],confidence,actual_price_change [%],digression [%],signComparison(predict/actual),start_price,n_open_price,n_close_price,n_high_price,n_low_price,n+1_open_price,n+1_close_price,n+1_high_price,n+1_low_price,n+2_close_price,n+2_high_price,n+2_low_price,n+3_close_price,n+3_high_price,n+3_low_price,n+4_close_price,n+4_high_price,n+4_low_price,n+5_close_price,n+5_high_price,n+5_low_price,factor_price_change_list,prediction 0 [%],factor_price_change_list_parsed,prediction_by_factor_1,prediction_by_factor_2,prediction_by_factor_3,prediction_by_factor_4,is_false_positive_factor_1,is_false_negative_factor_1,is_false_positive_factor_2,is_false_negative_factor_2,is_false_positive_factor_3,is_false_negative_factor_3,is_false_positive_factor_4,is_false_negative_factor_4,end_price,didWin,didWin_always_buy
GFS,GlobalFoundries Inc. Ordinary Shares,23487049702.0,2381359,4,False,2025-02-11,Before market open,36.5,True,5.66,0.75,6.253312135665075,8.95,+/+,37.74,36.5,40.1,40.57,36.27,40.25,43.55,43.6,40.25,42.82,44.8,42.41,43.16,44.25,43.03,46.01,46.1,43.4,45.79,46.5,45.16,"[10.0, 5.0, 2.5, 6.0]",5.66,"[10.0, 5.0, 2.5, 6.0]",10.0,5.0,2.5,6.0,True,False,True,False,True,False,True,False,40.1,True,True
GLOB,Globant S.A. Common Shares,6537050705.0,5368534,4,False,2025-02-20,After market close,187.23,True,-1.45,0.5,-30.278939386976706,12.51,-/-,217.61,214.72,210.17,218.15,207.67,187.23,151.72,187.23,151.38,,,,,,,,,,,,,"[-5.0, 5.5, 0.02, -3.0]",-1.45,"[-5.0, 5.5, 0.02, -3.0]",-5.0,5.5,0.02,-3.0,False,False,True,False,True,False,False,False,151.72,True,False
GL,Globe Life Inc. Common Stock,10290825396.0,626729,4,False,2025-02-05,After market close,124.11,True,2.52,0.72,-1.993301200882279,1.14,+/-,122.41,122.41,123.07,123.52,121.69,124.11,119.97,124.11,117.12,123.47,123.95,120.05,122.25,123.64,121.82,121.45,122.98,120.84,121.47,121.97,119.6,"[8.5, 3.5, 1.5, -2.5]",2.52,"[8.5, 3.5, 1.5, -2.5]",8.5,3.5,1.5,-2.5,False,False,False,False,False,False,False,True,119.97,False,False
GMED,Globus Medical Inc. Class A Common Stock,10931514216.0,3350767,4,False,2025-02-20,After market close,82.82,True,20.12,0.75,-4.530859793078847,21.64,+/-,84.09,83.61,84.12,84.59,83.19,82.82,80.28,82.82,79.5,,,,,,,,,,,,,"[8.0, 5.5, 3.5, 62.1]",20.12,"[8.0, 5.5, 3.5, 62.1]",8.0,5.5,3.5,62.1,True,False,True,False,True,False,True,False,80.28,False,False
GDDY,GoDaddy Inc. Class A Common Stock,24395812709.0,1477424,4,False,2025-02-13,After market close,194.75,True,6.5,0.6,-12.210282850672193,12.66,+/-,207.53,208.39,212.54,213.11,207.22,194.75,182.19,195.7,181.72,181.08,182.42,177.47,176.55,180.59,175.05,176.57,178.26,174.16,173.77,176.93,172.93,"[5.0, 5.0, 0.0, 15.0]",6.5,"[5.0, 5.0, 0.0, 15.0]",5.0,5.0,0.0,15.0,True,False,True,False,False,False,True,False,182.19,False,False
GFI,Gold Fields Limited American Depositary Shares,16709213203.0,3043142,2,False,2025-02-20,Before market open,19.18,True,19.82,0.75,1.8567639257294315,18.07,+/+,18.85,19.18,19.2,19.8,19.15,18.7,18.7,18.88,18.5,,,,,,,,,,,,,"[15.0, 5.0, 1.0, 50.0]",19.82,"[15.0, 5.0, 1.0, 50.0]",15.0,5.0,1.0,50.0,False,False,False,False,False,False,False,False,19.2,True,True
GS,Goldman Sachs Group Inc. (The) Common Stock,196381984018.0,2996475,4,False,2025-01-15,Before market open,598.0,True,2.2,0.65,6.017181950203837,-2.43,+/+,571.53,598.0,605.92,609.41,593.0,609.99,612.99,616.84,606.0,625.94,627.0,613.0,634.74,635.43,609.0,632.73,635.6,629.71,639.5,645.54,634.49,"[5.0, 5.0, -1.0, -3.0]",2.2,"[5.0, 5.0, -1.0, -3.0]",5.0,5.0,-1.0,-3.0,False,False,False,False,False,True,False,True,605.92,True,True
GRAB,Grab Holdings Limited Class A Ordinary Shares,19128340950.0,56384924,4,False,2025-02-20,Before market open,5.08,True,4.52,0.755,-10.486891385767782,9.39,+/-,5.34,5.08,4.78,5.15,4.71,5.01,4.9,5.29,4.8,,,,,,,,,,,,,"[5.0, 7.5, 0.1, 5.0]",4.52,"[5.0, 7.5, 0.1, 5.0]",5.0,7.5,0.1,5.0,True,False,True,False,True,False,True,False,4.78,False,False
GGG,Graco Inc. Common Stock,14584956119.0,871301,4,False,2025-01-27,After market close,81.77,True,2.5,0.7,-2.8767761472163973,7.26,+/-,85.86,85.6,85.95,86.28,85.11,81.77,83.39,84.45,81.6,82.39,84.07,82.33,83.9,84.5,82.95,84.17,84.86,83.3,83.31,83.67,81.38,"[2.5, 5.5, 2.0, 0.5]",2.5,"[2.5, 5.5, 2.0, 0.5]",2.5,5.5,2.0,0.5,True,False,True,False,True,False,True,False,83.39,False,False
GH,Guardant Health Inc. Common Stock,5296786216.0,5735595,4,False,2025-02-20,After market close,48.5,True,3.4,0.55,-12.510204081632658,4.43,+/-,49.0,48.33,47.4,49.35,46.83,48.5,42.87,49.0,42.19,,,,,,,,,,,,,"[10.0, 9.5, -2.0, -3.0]",3.4,"[10.0, 9.5, -2.0, -3.0]",10.0,9.5,-2.0,-3.0,True,False,True,False,False,False,False,False,42.87,False,False
GWRE,Guidewire Software Inc. Common Stock,17013707843.0,651395,3,False,2024-12-05,After market close,193.59,True,4.5,0.67,-14.26709154113558,11.04,+/-,207.12,205.95,206.57,209.15,203.63,193.59,177.57,193.59,173.01,173.74,178.88,172.0,171.34,173.78,170.32,170.69,173.64,170.5,173.72,176.37,170.81,"[15.0, 5.0, -2.0, 0.15]",4.5,"[15.0, 5.0, -2.0, 0.15]",15.0,5.0,-2.0,0.15,True,False,True,False,False,False,True,False,177.57,False,False
HEES,H&E Equipment Services Inc. Common Stock,3592996474.0,883602,4,False,2025-02-21,After market close,98.14,False,6.15,0.75,,8.35,+/-,100.35,100.21,98.14,100.5,98.0,,,,,,,,,,,,,,,,,"[10.0, 5.0, -1.5, 12.0]",6.15,"[10.0, 5.0, -1.5, 12.0]",10.0,5.0,-1.5,12.0,True,False,True,False,False,False,True,False,,False,False
HRB,H&R Block Inc. Common Stock,6996300925.0,1327178,4,False,2025-02-04,After market close,51.63,True,-5.7,0.6,-2.492826398852225,1.71,-/-,55.76,55.13,54.43,55.74,54.41,51.63,54.37,54.4,51.2,54.2,54.81,53.72,53.22,54.48,53.12,52.59,53.45,52.55,52.43,52.59,51.93,"[-15.0, 3.0, 1.0, -5.0]",-5.7,"[-15.0, 3.0, 1.0, -5.0]",-15.0,3.0,1.0,-5.0,False,False,True,False,True,False,False,False,54.37,True,False
HCA,HCA Healthcare Inc. Common Stock,78580343998.0,1638442,4,False,2025-01-24,Before market open,323.93,True,4.62,0.65,-3.7773543152200704,5.06,+/-,325.36,323.93,313.07,325.98,309.0,316.25,332.0,332.66,313.49,328.7,334.05,323.32,327.62,330.85,324.77,334.61,337.67,328.75,329.91,336.06,329.88,"[5.0, 15.0, 1.5, -2.0]",4.62,"[5.0, 15.0, 1.5, -2.0]",5.0,15.0,1.5,-2.0,True,False,True,False,True,False,False,False,313.07,False,False
HDB,HDFC Bank Limited Common Stock,150621415392.0,2124666,4,False,2025-01-22,,58.96,True,5.33,0.74,0.16989466530751177,5.16,+/+,58.86,59.78,60.68,61.27,59.75,59.98,58.96,59.98,58.65,58.33,59.05,58.33,58.72,58.88,58.08,60.34,60.51,59.56,59.57,60.16,59.57,"[5.5, 3.5, 1.0, 10.0]",5.33,"[5.5, 3.5, 1.0, 10.0]",5.5,3.5,1.0,10.0,False,False,False,False,False,False,False,False,58.96,True,True
DINO,HF Sinclair Corporation Common Stock,6829912627.0,3752329,4,False,2025-02-20,Before market open,35.0,True,-3.58,0.5,-1.135763338615953,3.98,-/-,37.86,35.0,37.43,37.85,34.55,37.39,36.3,37.82,36.27,,,,,,,,,,,,,"[-10.0, 4.0, 1.0, -5.0]",-3.58,"[-10.0, 4.0, 1.0, -5.0]",-10.0,4.0,1.0,-5.0,False,False,True,False,True,False,False,False,37.43,True,False
HPQ,HP Inc. Common Stock,32475935598.0,7214053,3,False,2024-11-26,After market close,36.26,True,1.9,0.6,-11.803951757762384,8.87,+/-,38.97,38.93,38.78,39.29,38.62,36.26,34.37,37.19,33.25,35.14,35.58,33.97,36.15,36.3,34.93,36.49,36.61,35.59,36.06,36.62,35.66,"[5.0, 4.0, -2.0, 0.0]",1.9,"[5.0, 4.0, -2.0, 0.0]",5.0,4.0,-2.0,0.0,True,False,True,False,False,False,False,False,34.37,False,False
HSBC,HSBC Holdings plc. Common Stock,200046940875.0,2563191,1,False,2025-02-19,Before market open,56.83,True,14.05,0.65,0.14064697609001106,14.14,+/+,56.88,56.83,56.96,57.08,56.51,56.14,55.97,56.36,55.85,56.08,56.71,56.02,,,,,,,,,,"[10.0, 5.0, -1.0, 39.0]",14.05,"[10.0, 5.0, -1.0, 39.0]",10.0,5.0,-1.0,39.0,True,False,True,False,False,False,True,False,56.96,True,True
HAE,Haemonetics Corporation Common Stock,3165965107.0,986273,4,False,2025-02-06,Before market open,64.0,True,-1.68,0.5,-11.580572711959563,8.48,-/-,71.24,64.0,62.99,65.96,61.43,61.93,59.34,63.97,59.09,60.64,61.27,58.8,61.54,62.28,59.54,61.31,62.48,60.25,62.29,63.04,61.16,"[-5.0, 5.75, 1.5, -8.0]",-1.68,"[-5.0, 5.75, 1.5, -8.0]",-5.0,5.75,1.5,-8.0,False,False,True,False,True,False,False,False,62.99,True,False
HLN,Haleon plc American Depositary Shares (Each representing two Ordinary Shares),46034791478.0,8911161,1,False,2024-08-01,Before market open,9.35,True,3.7,0.7,1.9780219780219748,0.97,+/+,9.1,9.35,9.28,9.44,9.2,9.56,9.58,9.68,9.5,9.46,9.56,9.36,9.47,9.51,9.35,9.56,9.61,9.52,9.57,9.63,9.54,"[5.0, 5.0, 1.0, 5.0]",3.7,"[5.0, 5.0, 1.0, 5.0]",5.0,5.0,1.0,5.0,False,False,False,False,False,False,False,False,9.28,True,True
HAL,Halliburton Company Common Stock,22796086020.0,10106926,4,False,2025-01-22,Before market open,29.0,True,1.53,0.6,-3.5557060616322405,3.32,+/-,29.53,29.0,28.48,29.34,28.17,28.9,27.97,28.95,27.9,27.8,28.38,27.47,27.25,28.1,27.21,26.65,27.52,26.56,26.37,26.87,26.22,"[5.0, 5.0, 1.5, -2.0]",1.53,"[5.0, 5.0, 1.5, -2.0]",5.0,5.0,1.5,-2.0,True,False,True,False,True,False,False,False,28.48,False,False
HALO,Halozyme Therapeutics Inc. Common Stock,7112085750.0,1299528,4,False,2025-02-18,After market close,58.98,True,5.54,0.75,-0.8920912677989297,4.36,+/-,58.29,58.84,57.9,58.9,57.61,58.98,57.77,60.67,56.77,57.44,57.73,56.07,57.75,58.74,57.32,,,,,,,"[8.0, 8.0, 1.0, 5.0]",5.54,"[8.0, 8.0, 1.0, 5.0]",8.0,8.0,1.0,5.0,False,False,False,False,False,False,False,False,57.77,False,False
HLNE,Hamilton Lane Incorporated Class A Common Stock,8396879696.0,641616,4,False,2025-02-04,Before market open,165.37,True,8.7,0.75,2.1518987341772187,4.04,+/+,158.0,165.37,161.4,168.08,157.47,163.01,170.18,172.37,162.74,166.83,170.57,166.52,167.19,169.2,166.53,166.39,169.07,164.12,156.59,158.76,149.56,"[10.0, 6.5, 2.0, 10.0]",8.7,"[10.0, 6.5, 2.0, 10.0]",10.0,6.5,2.0,10.0,False,False,False,False,False,False,False,False,161.4,True,True
HAS,Hasbro Inc. Common Stock,9424715800.0,3172373,4,False,2025-02-20,Before market open,64.1,True,6.31,0.4,12.953876349362123,1.47,+/+,61.14,64.1,69.06,70.04,63.76,68.77,67.56,69.23,67.08,,,,,,,,,,,,,"[10.5, -6.5, 3.5, 12.95]",6.31,"[10.5, -6.5, 3.5, 12.95]",10.5,-6.5,3.5,12.95,False,False,False,True,False,False,False,False,69.06,True,True
HCP,HashiCorp Inc. Class A Common Stock,7053434231.0,3286037,3,False,2024-12-05,After market close,33.8,True,8.32,0.844,0.5955926146515869,7.67,+/+,33.58,33.6,33.63,33.68,33.47,33.8,33.78,33.8,33.67,33.64,33.79,33.6,33.62,33.67,33.56,33.76,33.77,33.55,33.82,33.83,33.65,"[5.0, 4.5, 0.7, 20.0]",8.32,"[5.0, 4.5, 0.7, 20.0]",5.0,4.5,0.7,20.0,False,False,False,False,False,False,False,False,33.78,True,True
HQY,HealthEquity Inc. Common Stock,9411565202.0,587767,3,False,2024-12-09,After market close,97.18,True,6.75,0.75,-4.809899211655517,9.77,+/-,100.21,101.59,101.0,102.35,99.71,97.18,95.39,101.94,93.82,97.36,97.84,93.45,95.0,98.24,94.55,95.62,96.14,94.0,93.17,95.58,92.7,"[10.5, 5.0, -2.0, 10.0]",6.75,"[10.5, 5.0, -2.0, 10.0]",10.5,5.0,-2.0,10.0,True,False,True,False,False,False,True,False,95.39,False,False
DOC,Healthpeak Properties Inc. Common Stock,13809405934.0,5555425,4,False,2025-02-03,After market close,20.01,True,2.3,0.4,-2.904162633107461,5.45,+/-,20.66,20.45,20.38,20.69,20.14,20.01,20.06,20.43,19.68,20.04,20.33,19.86,20.12,20.39,20.11,19.86,20.21,19.72,19.59,19.86,19.45,"[5.0, -5.0, 1.5, 5.0]",2.3,"[5.0, -5.0, 1.5, 5.0]",5.0,-5.0,1.5,5.0,True,False,False,False,True,False,True,False,20.06,False,False
HL,Hecla Mining Company Common Stock,3298158535.0,28159136,4,False,2025-02-13,After market close,6.4,True,1.7,0.5,-13.513513513513509,-0.05,+/-,6.29,6.32,6.37,6.39,6.18,6.4,5.44,6.45,5.42,5.56,5.69,5.51,5.38,5.51,5.22,5.63,5.82,5.35,5.22,5.6,5.21,"[5.0, 5.5, 0.5, -5.0]",1.7,"[5.0, 5.5, 0.5, -5.0]",5.0,5.5,0.5,-5.0,False,False,False,False,False,False,False,True,5.44,False,False
HEI,Heico Corporation Common Stock,31324232079.0,577029,3,False,2024-12-17,After market close,250.32,True,0.1,0.64,-9.726663621135986,4.8,+/-,262.68,262.86,259.68,263.53,257.24,250.32,237.13,252.71,232.78,237.58,241.03,233.39,238.83,240.18,233.67,238.21,239.8,235.75,239.94,240.39,237.39,"[5.0, 5.0, 1.0, -10.0]",0.1,"[5.0, 5.0, 1.0, -10.0]",5.0,5.0,1.0,-10.0,True,False,True,False,True,False,False,False,237.13,False,False
HSIC,Henry Schein Inc. Common Stock,9630383149.0,3295278,3,False,2024-11-05,Before market open,70.96,True,3.9,0.75,-4.617724319093051,5.79,+/-,72.33,70.96,68.99,71.0,67.46,71.0,70.01,71.35,69.42,69.43,70.84,67.99,68.0,69.38,67.91,68.29,69.05,67.99,67.46,68.53,67.33,"[5.0, 5.5, 1.5, 5.0]",3.9,"[5.0, 5.5, 1.5, 5.0]",5.0,5.5,1.5,5.0,True,False,True,False,True,False,True,False,68.99,False,False
HRI,Herc Holdings Inc. Common Stock ,4665842760.0,842800,4,False,2025-02-13,Before market open,209.47,True,6.0,0.85,-6.018473972866361,5.22,+/-,207.86,209.47,195.35,211.81,193.92,195.33,200.74,201.28,192.48,185.37,190.04,163.3,179.97,183.42,178.25,178.89,181.99,174.78,163.97,180.26,161.99,"[8.0, 7.5, 2.0, 2.0]",6.0,"[8.0, 7.5, 2.0, 2.0]",8.0,7.5,2.0,2.0,False,False,False,False,False,False,False,False,195.35,False,False
HSAI,Hesai Group American Depositary Share each ADS represents one Class B ordinary share,2493569239.0,6884640,3,False,2024-11-25,After market close,5.47,True,4.77,0.6,44.72573839662447,-10.63,+/+,4.74,4.86,4.75,4.86,4.7,5.47,6.86,8.55,5.11,7.35,7.99,7.05,8.18,8.3,7.29,7.64,8.65,7.1,8.0,8.28,7.46,"[5.0, 8.0, 1.5, 5.0]",4.77,"[5.0, 8.0, 1.5, 5.0]",5.0,8.0,1.5,5.0,False,False,False,False,False,False,False,False,6.86,True,True
HES,Hess Corporation Common Stock,45635392675.0,1737905,4,False,2025-01-29,Before market open,144.0,True,8.0,0.75,0.07583591864873161,8.72,+/+,145.05,144.0,145.16,146.07,143.88,146.0,145.85,147.22,144.93,139.03,145.43,138.58,138.83,140.32,137.21,142.78,143.26,137.84,142.74,143.85,141.89,"[12.0, 6.5, 0.0, 10.0]",8.0,"[12.0, 6.5, 0.0, 10.0]",12.0,6.5,0.0,10.0,True,False,True,False,False,False,True,False,145.16,True,True
HPE,Hewlett Packard Enterprise Company Common Stock,27806159534.0,7811133,3,False,2024-12-05,After market close,22.54,True,6.15,0.78,10.083256244218315,1.92,+/+,21.62,22.46,21.52,22.6,21.44,22.54,23.8,24.09,22.32,22.97,23.77,22.92,21.78,22.76,21.63,21.77,21.86,21.07,21.69,22.03,21.62,"[10.0, 5.0, 0.75, 10.0]",6.15,"[10.0, 5.0, 0.75, 10.0]",10.0,5.0,0.75,10.0,False,False,False,False,False,False,False,False,23.8,True,True
HLT,Hilton Worldwide Holdings Inc. Common Stock ,62432390715.0,1797425,4,False,2025-02-06,Before market open,257.68,True,6.4,0.74,4.863292611983697,6.47,+/+,257.85,257.68,270.39,273.78,257.68,270.07,269.69,274.18,268.21,267.48,271.47,265.44,269.12,270.89,263.0,273.45,274.53,268.17,269.52,275.22,267.77,"[8.0, 5.5, -1.0, 10.0]",6.4,"[8.0, 5.5, -1.0, 10.0]",8.0,5.5,-1.0,10.0,True,False,True,False,False,False,True,False,270.39,True,True
HIMS,Hims & Hers Health Inc. Class A Common Stock,10766650738.0,88725626,3,False,2024-11-04,After market close,22.08,True,23.65,0.75,1.3752455795677856,15.2,+/+,20.36,20.15,20.76,21.35,20.03,22.08,20.64,22.28,19.54,23.42,24.68,21.36,23.62,24.35,23.28,23.41,23.61,21.41,27.88,29.68,24.39,"[15.0, 8.0, 1.0, 69.2]",23.65,"[15.0, 8.0, 1.0, 69.2]",15.0,8.0,1.0,69.2,False,False,False,False,False,False,False,False,20.64,True,True
HOLX,Hologic Inc. Common Stock,14470886078.0,2212653,4,False,2025-02-05,After market close,68.0,True,-0.7,0.5,-8.563844649343386,4.3,-/-,71.58,71.84,72.8,73.07,71.54,68.0,65.45,68.5,64.87,64.58,66.07,63.88,65.24,65.53,63.62,64.47,65.63,64.19,63.53,64.28,63.45,"[-5.0, 5.0, -1.0, 0.0]",-0.7,"[-5.0, 5.0, -1.0, 0.0]",-5.0,5.0,-1.0,0.0,False,False,True,False,False,False,False,False,65.45,True,False
HD,Home Depot Inc. (The) Common Stock,382742614404.0,5284531,3,False,2024-11-12,Before market open,412.08,True,3.2,0.68,-1.2753908654437893,1.74,+/-,406.15,412.08,400.97,413.84,400.08,406.99,408.04,410.58,404.59,403.59,409.34,402.27,406.04,406.77,400.79,408.29,410.38,401.83,404.67,407.02,397.27,"[5.0, 4.5, -1.0, 5.0]",3.2,"[5.0, 4.5, -1.0, 5.0]",5.0,4.5,-1.0,5.0,False,False,False,False,False,True,False,False,400.97,False,False
HON,Honeywell International Inc. Common Stock,137743737699.0,6221848,4,False,2025-02-06,Before market open,215.0,True,2.15,0.6999999999999998,-5.635259725657747,5.46,+/-,222.35,215.0,209.82,215.24,206.18,212.0,205.52,213.4,205.38,208.52,209.16,205.08,206.94,209.34,205.78,205.01,206.29,204.25,205.27,207.3,204.61,"[5.0, 5.0, 0.5, -1.5]",2.15,"[5.0, 5.0, 0.5, -1.5]",5.0,5.0,0.5,-1.5,True,False,True,False,True,False,False,False,209.82,False,False
HRL,Hormel Foods Corporation Common Stock,16278233137.0,2828389,3,False,2024-12-04,Before market open,30.72,True,-0.85,0.5,0.539511266264672,1.66,-/+,31.51,30.72,31.68,31.72,30.54,31.83,32.54,32.6,31.69,32.16,32.73,32.13,32.86,32.99,32.07,33.23,33.43,32.61,32.81,33.47,32.81,"[-5.0, 5.0, 1.5, -5.0]",-0.85,"[-5.0, 5.0, 1.5, -5.0]",-5.0,5.0,1.5,-5.0,False,False,True,False,True,False,False,False,31.68,False,True
HST,Host Hotels & Resorts Inc. Common Stock,11422138337.0,17225819,4,False,2025-02-19,After market close,16.7,True,4.69,0.85,-1.7008797653958894,6.74,+/-,17.05,16.92,17.08,17.16,16.81,16.7,16.76,16.93,16.33,16.34,16.81,16.16,,,,,,,,,,"[8.5, 5.0, 0.5, 3.0]",4.69,"[8.5, 5.0, 0.5, 3.0]",8.5,5.0,0.5,3.0,True,False,True,False,True,False,True,False,16.76,False,False
HLI,Houlihan Lokey Inc. Class A Common Stock,12010900097.0,374641,4,False,2025-01-28,After market close,181.77,True,11.22,0.7,-0.4319415217632081,10.56,+/-,180.58,179.95,184.07,184.95,179.58,181.77,179.8,183.93,177.6,180.16,183.5,179.42,181.72,182.9,179.68,180.58,181.2,176.26,180.17,184.01,180.05,"[15.0, 5.5, -1.0, 15.0]",11.22,"[15.0, 5.5, -1.0, 15.0]",15.0,5.5,-1.0,15.0,False,False,False,False,False,True,False,False,179.8,False,False
HWM,Howmet Aerospace Inc. Common Stock,52584073642.0,3518083,4,False,2025-02-13,Before market open,125.64,True,6.27,0.66,-0.007807010695597552,8.19,+/-,128.09,125.64,128.08,128.69,122.72,128.87,133.42,133.92,126.89,136.67,137.41,134.1,139.39,140.55,136.53,138.44,139.53,135.12,129.83,138.87,129.54,"[8.5, 5.0, -1.5, 10.0]",6.27,"[8.5, 5.0, -1.5, 10.0]",8.5,5.0,-1.5,10.0,True,False,True,False,False,False,True,False,128.08,False,False
HUBS,HubSpot Inc. Common Stock,37885559725.0,821310,4,False,2025-02-12,After market close,836.71,True,5.46,0.75,4.49486901650838,-1.2,+/+,784.45,775.93,785.5,793.75,770.51,836.71,819.71,881.13,817.17,811.95,820.0,785.22,803.35,819.0,794.0,770.95,803.31,765.11,748.0,766.63,745.35,"[12.5, 5.0, -1.0, 3.83]",5.46,"[12.5, 5.0, -1.0, 3.83]",12.5,5.0,-1.0,3.83,False,False,False,False,False,True,False,False,819.71,True,True
HUBB,Hubbell Inc Common Stock,20258473582.0,638985,4,False,2025-02-04,Before market open,411.83,True,1.05,0.5,-1.9132434614537694,0.29,+/-,408.73,411.83,400.91,415.64,393.59,405.73,400.07,405.81,398.14,394.99,403.0,391.32,400.93,403.14,395.97,399.8,405.91,398.45,397.07,400.67,394.2,"[5.0, -3.5, -1.0, 5.0]",1.05,"[5.0, -3.5, -1.0, 5.0]",5.0,-3.5,-1.0,5.0,False,False,False,True,False,True,False,False,400.91,False,False
HBM,Hudbay Minerals Inc. Ordinary Shares (Canada),2796930058.0,8320465,4,False,2025-02-19,Before market open,8.08,True,-1.05,0.5,-13.616071428571436,8.77,-/-,8.96,8.08,7.74,8.2,7.41,7.84,7.61,7.98,7.6,7.1,7.58,6.98,,,,,,,,,,"[-7.0, 4.0, 1.0, -1.2]",-1.05,"[-7.0, 4.0, 1.0, -1.2]",-7.0,4.0,1.0,-1.2,False,False,True,False,True,False,False,False,7.74,True,False
HUM,Humana Inc. Common Stock,30814466787.0,2862871,4,False,2025-02-11,Before market open,273.63,True,-4.48,0.56,-3.5457271364317977,-7.04,-/-,266.8,273.63,257.34,273.63,242.75,259.4,260.03,268.36,258.47,252.88,263.25,251.98,253.83,258.31,249.88,257.24,259.17,251.09,265.52,265.92,255.12,"[-8.0, 5.2, -1.0, -10.0]",-4.48,"[-8.0, 5.2, -1.0, -10.0]",-8.0,5.2,-1.0,-10.0,False,True,False,False,False,True,False,True,257.34,True,False
HBAN,Huntington Bancshares Incorporated Common Stock,23478196012.0,32918112,4,False,2025-01-17,Before market open,17.0,True,3.83,0.7,1.009501187648466,2.87,+/+,16.84,17.0,17.01,17.06,16.63,17.06,17.1,17.23,16.9,16.86,17.1,16.73,16.9,17.04,16.83,17.2,17.4,16.84,17.17,17.35,17.09,"[5.0, 4.5, 1.5, -0.5]",3.83,"[5.0, 4.5, 1.5, -0.5]",5.0,4.5,1.5,-0.5,False,False,False,False,False,False,False,True,17.01,True,True
HII,Huntington Ingalls Industries Inc. Common Stock,6663475457.0,830158,4,False,2025-02-06,Before market open,171.19,True,-6.08,0.65,-18.319869107270687,6.4,-/-,195.58,171.19,159.75,175.0,158.88,162.02,168.49,169.96,161.96,168.27,173.0,167.5,167.77,168.21,165.55,163.49,167.92,162.86,160.82,165.73,160.69,"[-5.0, -5.0, -3.5, -10.0]",-6.08,"[-5.0, -5.0, -3.5, -10.0]",-5.0,-5.0,-3.5,-10.0,False,False,False,False,False,False,False,False,159.75,True,False
H,Hyatt Hotels Corporation Class A Common Stock,13463994293.0,1281005,4,False,2025-02-13,Before market open,150.92,True,-0.64,0.5,-9.086422799333796,6.26,-/-,162.11,150.92,147.38,152.71,140.17,147.05,142.75,147.55,142.74,145.99,147.04,141.52,146.89,147.52,142.15,145.76,146.7,143.72,140.02,146.48,139.53,"[-5.0, 5.0, 1.0, -1.0]",-0.64,"[-5.0, 5.0, 1.0, -1.0]",-5.0,5.0,1.0,-1.0,False,False,True,False,True,False,False,False,147.38,True,False
IBN,ICICI Bank Limited Common Stock,99069532616.0,3166892,4,False,2025-01-25,,28.34,True,4.62,0.8,1.3590844062947032,3.27,+/+,27.96,,,,,28.23,28.34,28.55,28.14,28.86,28.87,28.61,28.65,28.78,28.63,28.84,28.87,28.76,28.67,28.87,28.67,"[5.0, 3.5, 1.5, 10.0]",4.62,"[5.0, 3.5, 1.5, 10.0]",5.0,3.5,1.5,10.0,False,False,False,False,False,False,False,False,28.34,True,True
ICLR,ICON plc Ordinary Shares,16613685370.0,1353267,4,False,2025-02-19,After market close,194.99,True,-3.69,0.35,6.991783726477603,-7.05,-/+,188.65,187.73,191.32,194.48,187.59,194.99,201.84,205.06,193.84,201.39,208.95,200.77,,,,,,,,,,"[-1.5, -7.5, -2.0, -5.0]",-3.69,"[-1.5, -7.5, -2.0, -5.0]",-1.5,-7.5,-2.0,-5.0,False,True,False,True,False,True,False,True,201.84,False,True
IEX,IDEX Corporation Common Stock,14613083978.0,377276,4,False,2025-02-04,After market close,208.16,True,-1.05,0.47,-9.72311066435164,3.84,-/-,218.86,218.41,218.65,220.55,218.07,208.16,197.58,208.16,195.81,199.32,202.13,197.42,195.94,200.32,193.48,196.45,197.2,194.8,194.89,196.88,193.92,"[-5.0, 4.5, 3.0, -3.0]",-1.05,"[-5.0, 4.5, 3.0, -3.0]",-5.0,4.5,3.0,-3.0,False,False,True,False,True,False,False,False,197.58,True,False
IDXX,IDEXX Laboratories Inc. Common Stock,37074919319.0,773208,4,False,2025-02-03,Before market open,465.0,True,1.73,0.55,11.133751925127356,-8.45,+/+,422.05,465.0,469.04,474.67,445.0,464.47,465.03,466.26,458.79,468.55,471.82,457.23,460.56,469.99,458.82,459.78,468.8,457.35,464.91,466.53,458.86,"[7.5, -5.0, 5.0, -0.5]",1.73,"[7.5, -5.0, 5.0, -0.5]",7.5,-5.0,5.0,-0.5,False,False,False,True,False,False,False,True,469.04,True,True
IQV,IQVIA Holdings Inc. Common Stock,33642144000.0,1550412,4,False,2025-02-06,Before market open,218.1,True,3.87,0.76,2.2001557632398807,-2.29,+/+,205.44,218.1,209.96,220.0,208.19,211.67,208.14,211.67,205.41,206.97,210.0,204.93,200.89,203.52,197.75,197.82,199.79,195.28,196.05,198.08,195.29,"[8.5, 3.5, 3.0, 1.2]",3.87,"[8.5, 3.5, 3.0, 1.2]",8.5,3.5,3.0,1.2,False,False,False,False,False,False,False,False,209.96,True,True
