symbol,company_name,market_cap,latest_volume,cycle,isPurePrediction,release_date,whenInTheDay,end_price(first_available_sell_point),did_end_price_date_calculation_succeed,prediction [%],factor_price_change_list,weight_distribution_list,confidence,actual_price_change [%],digression [%],signComparison(predict/actual),start_price,n_open_price,n_close_price,n_high_price,n_low_price,n+1_open_price,n+1_close_price,n+1_high_price,n+1_low_price,n+2_close_price,n+2_high_price,n+2_low_price,n+3_close_price,n+3_high_price,n+3_low_price,n+4_close_price,n+4_high_price,n+4_low_price,n+5_close_price,n+5_high_price,n+5_low_price,prediction 0 [%],factor_price_change_list_parsed,prediction_by_factor_1,prediction_by_factor_2,prediction_by_factor_3,prediction_by_factor_4,prediction_by_factor_5,is_false_positive_factor_1,is_false_negative_factor_1,is_false_positive_factor_2,is_false_negative_factor_2,is_false_positive_factor_3,is_false_negative_factor_3,is_false_positive_factor_4,is_false_negative_factor_4,is_false_positive_factor_5,is_false_negative_factor_5,end_price,didWin,didWin_always_buy
IBKR,Interactive Brokers Group Inc. Class A Common Stock,18719915051.0,1193491,0,False,2025-01-21,After market close,206.75,True,0.57,"[5.0, 2.0, 0.0, 2.0, -3.5]","[0.224, 0.086, 0.276, 0.133, 0.281]",0.65,8.9,-8.33,+/+,189.86,192.4,192.59,194.63,190.43,206.75,209.52,210.88,202.18,208.29,212.58,203.74,218.72,220.39,208.63,203.62,213.74,200.96,207.49,208.36,203.75,0.57,"[5.0, 2.0, 0.0, 2.0, -3.5]",5.0,2.0,0.0,2.0,-3.5,False,False,False,False,False,False,False,False,False,True,206.75,True,True
ICE,Intercontinental Exchange Inc. Common Stock,96509659198.0,3672194,0,False,2025-02-06,Before market open,165.07,True,1.57,"[3.0, 1.5, 6.0, -5.0, -0.8]","[0.224, 0.086, 0.276, 0.133, 0.281]",0.5,3.01,-1.44,+/+,160.25,165.07,167.21,169.27,163.54,166.0,166.36,167.4,163.68,166.65,167.28,165.3,166.47,166.6,164.64,166.09,166.39,163.88,168.1,168.57,166.56,1.57,"[3.0, 1.5, 6.0, -5.0, -0.8]",3.0,1.5,6.0,-5.0,-0.8,False,False,False,False,False,False,False,True,False,True,165.07,True,True
IBM,International Business Machines Corporation Common Stock,224746679767.0,5142993,0,False,2025-01-29,After market close,248.35,True,1.17,"[5.0, 1.2, 1.0, 1.0, -1.5]","[0.21, 0.095, 0.276, 0.143, 0.276]",0.6,10.79,-9.62,+/+,224.17,224.13,227.12,227.95,222.25,248.35,256.56,260.07,245.38,254.01,255.54,250.22,259.0,260.33,250.17,262.71,263.49,256.41,261.56,263.96,259.45,1.17,"[5.0, 1.2, 1.0, 1.0, -1.5]",5.0,1.2,1.0,1.0,-1.5,False,False,False,False,False,False,False,False,False,True,248.35,True,True
IFF,International Flavors & Fragrances Inc. Common Stock,20063326952.0,1829776,0,False,2025-02-18,After market close,80.58,True,2.62,"[5.0, -1.5, 4.0, 1.0, 1.5]","[0.221, 0.086, 0.271, 0.133, 0.288]",0.65,-5.36,7.98,+/-,85.15,85.03,86.02,86.02,84.73,80.58,81.58,84.82,80.36,79.74,81.62,78.51,79.49,80.44,79.17,79.21,80.08,78.68,79.88,80.53,79.1,2.62,"[5.0, -1.5, 4.0, 1.0, 1.5]",5.0,-1.5,4.0,1.0,1.5,True,False,False,False,True,False,True,False,True,False,80.58,False,False
IP,International Paper Company Common Stock,24033418048.0,10716844,0,False,2025-01-30,Before market open,54.75,True,1.64,"[5.0, 3.0, 2.0, 1.0, -1.5]","[0.224, 0.086, 0.276, 0.133, 0.281]",0.72,-4.78,6.42,+/-,57.5,54.75,56.57,57.25,54.04,55.68,55.17,57.63,54.88,55.36,55.47,54.02,53.44,55.07,53.31,53.43,53.87,51.8,55.28,55.43,53.77,1.64,"[5.0, 3.0, 2.0, 1.0, -1.5]",5.0,3.0,2.0,1.0,-1.5,True,False,True,False,True,False,True,False,False,False,54.75,False,False
IPG,Interpublic Group of Companies Inc. (The) Common Stock,9287735815.0,3985217,0,False,2025-02-12,Before market open,26.65,True,0.7,"[6.5, -0.7, -2.0, 1.0, -1.5]","[0.24, 0.13, 0.3, 0.13, 0.2]",0.3,-0.74,1.44,+/-,26.84,26.65,26.46,26.87,26.11,26.31,26.64,26.69,26.19,26.72,26.95,26.55,27.22,27.26,26.53,27.22,27.51,27.1,27.23,27.43,26.93,0.7,"[6.5, -0.7, -2.0, 1.0, -1.5]",6.5,-0.7,-2.0,1.0,-1.5,True,False,False,False,False,False,True,False,False,False,26.65,False,False
INTU,Intuit Inc. Common Stock,175416768140.0,1315433,0,False,2025-02-25,After market close,634.39,True,1.39,"[3.5, -2.5, 3.0, 4.5, -2.0]","[0.205, 0.095, 0.276, 0.143, 0.281]",0.65,12.03,-10.64,+/+,566.25,566.32,554.66,570.42,552.28,634.39,624.42,637.88,614.37,599.37,626.9,598.58,612.77,613.78,597.33,600.04,619.73,598.35,597.03,607.84,586.26,1.39,"[3.5, -2.5, 3.0, 4.5, -2.0]",3.5,-2.5,3.0,4.5,-2.0,False,False,False,True,False,False,False,False,False,True,634.39,True,True
LUNR,Intuitive Machines Inc. Class A Common Stock,1537114745.0,4828209,0,False,2025-03-24,Before market open,7.64,True,-2.4,"[5.0, -6.0, 1.0, -7.0, -3.5]","[0.133, 0.181, 0.233, 0.181, 0.271]",0.35,7.76,-10.16,-/+,7.09,7.64,9.22,9.35,7.64,9.4,9.2,9.48,8.63,8.79,9.43,8.56,8.27,8.78,8.22,8.07,8.4,7.81,7.45,7.86,7.38,-2.4,"[5.0, -6.0, 1.0, -7.0, -3.5]",5.0,-6.0,1.0,-7.0,-3.5,False,False,False,True,False,False,False,True,False,True,7.64,False,True
ISRG,Intuitive Surgical Inc. Common Stock,184872135929.0,1652193,0,False,2025-01-23,After market close,581.9,True,0.88,"[3.0, 3.5, 4.0, -5.0, -1.5]","[0.188, 0.11, 0.279, 0.157, 0.267]",0.5,-4.68,5.56,+/-,610.45,612.0,608.66,616.0,602.0,581.9,584.05,591.91,573.32,573.48,579.34,563.35,574.14,584.48,563.85,572.71,578.41,569.49,580.18,584.42,577.35,0.88,"[3.0, 3.5, 4.0, -5.0, -1.5]",3.0,3.5,4.0,-5.0,-1.5,True,False,True,False,True,False,False,False,False,False,581.9,False,False
IVZ,Invesco Ltd Common Stock,6234459064.0,5413511,0,False,2025-01-28,Before market open,18.54,True,1.53,"[4.0, 2.5, 4.0, -3.0, -1.0]","[0.224, 0.086, 0.274, 0.133, 0.283]",0.65,5.63,-4.1,+/+,17.55,18.54,19.12,19.27,18.25,19.12,18.79,19.15,18.65,19.01,19.33,18.87,19.02,19.29,18.87,18.14,18.53,18.07,18.19,18.33,18.06,1.53,"[4.0, 2.5, 4.0, -3.0, -1.0]",4.0,2.5,4.0,-3.0,-1.0,False,False,False,False,False,False,False,True,False,True,18.54,True,True
INVH,Invitation Homes Inc. Common Stock,20947857150.0,3268004,0,False,2025-02-26,After market close,31.37,True,1.23,"[3.0, 1.5, 0.0, 6.0, -1.5]","[0.212, 0.095, 0.276, 0.143, 0.274]",0.55,-1.43,2.66,+/-,31.83,31.74,31.3,31.91,31.27,31.37,33.04,33.26,30.56,33.72,34.39,33.22,34.08,34.24,33.48,33.6,34.42,33.57,33.78,33.88,33.23,1.23,"[3.0, 1.5, 0.0, 6.0, -1.5]",3.0,1.5,0.0,6.0,-1.5,True,False,True,False,False,False,True,False,False,False,31.37,False,False
IONQ,IonQ Inc. Common Stock,6119246235.0,9548212,0,False,2025-02-26,After market close,28.04,True,-0.15,"[5.0, -4.0, 8.0, -4.0, -4.5]","[0.138, 0.171, 0.229, 0.171, 0.29]",0.5,-5.68,5.53,-/-,29.73,30.78,29.93,31.07,29.55,28.04,24.91,28.99,24.33,24.57,25.62,23.01,23.11,25.58,22.65,22.35,23.2,20.84,22.63,23.2,21.66,-0.15,"[5.0, -4.0, 8.0, -4.0, -4.5]",5.0,-4.0,8.0,-4.0,-4.5,True,False,False,False,True,False,False,False,False,False,28.04,True,False
IRM,Iron Mountain Incorporated (Delaware)Common Stock REIT,26339746951.0,2697976,0,False,2025-02-13,Before market open,100.77,True,1.56,"[5.0, 1.8, 4.5, -3.0, -1.5]","[0.205, 0.095, 0.271, 0.143, 0.286]",0.65,-1.01,2.57,+/-,101.8,100.77,94.39,101.92,93.58,94.14,94.55,96.08,93.1,93.36,95.71,92.14,92.03,92.99,90.63,92.65,93.53,90.49,90.95,93.29,90.58,1.56,"[5.0, 1.8, 4.5, -3.0, -1.5]",5.0,1.8,4.5,-3.0,-1.5,True,False,True,False,True,False,False,False,False,False,100.77,False,False
ITRI,Itron Inc. Common Stock,5028056715.0,755907,0,False,2025-02-25,Before market open,102.5,True,0.54,"[5.0, -2.5, 1.0, 1.0, -2.5]","[0.205, 0.1, 0.281, 0.148, 0.267]",0.55,10.69,-10.15,+/+,92.6,102.5,101.81,105.3,100.58,104.99,107.72,108.89,103.61,106.89,109.11,106.02,108.89,109.07,105.3,106.52,109.57,105.92,105.77,106.9,102.63,0.54,"[5.0, -2.5, 1.0, 1.0, -2.5]",5.0,-2.5,1.0,1.0,-2.5,False,False,False,True,False,False,False,False,False,True,102.5,True,True
JBHT,J.B. Hunt Transport Services Inc. Common Stock,12952829693.0,1553800,0,False,2025-01-16,After market close,174.54,True,1.06,"[4.0, 2.5, 0.0, 5.0, -2.5]","[0.224, 0.086, 0.271, 0.133, 0.286]",0.55,-6.19,7.25,+/-,186.06,185.37,185.72,187.02,183.86,174.54,172.0,177.94,170.96,173.98,175.51,171.88,174.45,175.74,172.57,169.84,176.54,168.99,169.52,170.61,168.6,1.06,"[4.0, 2.5, 0.0, 5.0, -2.5]",4.0,2.5,0.0,5.0,-2.5,True,False,True,False,False,False,True,False,False,False,174.54,False,False
JBTM,JBT Marel Corporation Common Stock,5460919746.0,576432,0,False,2025-02-24,After market close,119.41,True,2.47,"[7.5, -2.0, 4.0, 2.5, -1.5]","[0.212, 0.095, 0.279, 0.143, 0.271]",0.55,0.49,1.98,+/+,118.83,117.13,117.15,119.22,116.55,119.41,135.1,136.33,117.19,135.15,138.95,133.93,131.25,135.9,131.09,131.9,134.4,129.58,129.15,133.6,129.04,2.47,"[7.5, -2.0, 4.0, 2.5, -1.5]",7.5,-2.0,4.0,2.5,-1.5,False,False,False,True,False,False,False,False,False,True,119.41,True,True
JD,JD.com Inc. American Depositary Shares,47740723438.0,6796812,0,False,2025-03-06,Before market open,43.45,True,-1.34,"[6.5, 3.5, -10.0, 2.0, -2.0]","[0.219, 0.09, 0.281, 0.138, 0.271]",0.6,2.22,-3.56,-/+,42.51,43.45,42.66,45.11,41.47,42.05,41.08,42.5,40.55,39.48,40.6,39.05,39.58,40.59,39.2,39.21,39.51,38.49,40.06,40.94,39.33,-1.34,"[6.5, 3.5, -10.0, 2.0, -2.0]",6.5,3.5,-10.0,2.0,-2.0,False,False,False,False,False,True,False,False,False,True,43.45,False,True
FROG,JFrog Ltd. Ordinary Shares,3811891782.0,1768608,0,False,2025-02-13,After market close,43.0,True,0.87,"[5.0, 3.0, 5.0, -8.0, -1.5]","[0.171, 0.129, 0.271, 0.167, 0.262]",0.45,16.44,-15.57,+/+,36.93,37.22,37.71,37.89,36.56,43.0,39.8,43.0,39.36,42.03,42.14,39.85,39.82,41.87,39.73,39.2,39.53,38.58,38.53,39.53,38.43,0.87,"[5.0, 3.0, 5.0, -8.0, -1.5]",5.0,3.0,5.0,-8.0,-1.5,False,False,False,False,False,False,False,True,False,True,43.0,True,True
JPM,JP Morgan Chase & Co. Common Stock,680991640411.0,8588564,1,False,2025-04-11,Before market open,226.31,True,0.11,"[3.0, 2.0, 0.0, -3.0, -1.5]","[0.252, 0.067, 0.276, 0.114, 0.29]",0.55,-0.35,0.46,+/-,227.11,226.31,236.2,238.58,225.0,237.1,234.72,239.78,233.63,233.13,238.65,232.82,229.61,233.58,227.93,231.96,234.34,230.55,228.99,231.81,226.34,0.11,"[3.0, 2.0, 0.0, -3.0, -1.5]",3.0,2.0,0.0,-3.0,-1.5,True,False,True,False,False,False,False,False,False,False,226.31,False,False
JBL,Jabil Inc. Common Stock,15842026458.0,966858,2,False,2024-12-18,Before market open,148.1,True,3.07,"[3.5, 1.2, 4.0, 3.0, 2.5]","[0.22, 0.14, 0.305, 0.14, 0.195]",0.65,10.61,-7.54,+/+,133.9,148.1,143.62,150.01,140.93,145.2,140.37,145.56,137.72,144.93,145.68,139.91,145.6,146.42,143.99,147.7,148.03,144.09,147.57,148.57,146.63,3.07,"[3.5, 1.2, 4.0, 3.0, 2.5]",3.5,1.2,4.0,3.0,2.5,False,False,False,False,False,False,False,False,False,False,148.1,True,True
JKHY,Jack Henry & Associates Inc. Common Stock,12642643082.0,914317,0,False,2025-02-04,After market close,173.6,True,1.23,"[3.5, -1.5, 1.0, 1.0, 0.5]","[0.231, 0.081, 0.276, 0.129, 0.283]",0.52,-0.35,1.58,+/-,174.21,173.57,173.51,174.67,171.92,173.6,172.22,178.95,171.5,173.3,174.0,170.05,173.24,174.41,171.11,173.09,174.18,172.51,170.41,173.37,168.51,1.23,"[3.5, -1.5, 1.0, 1.0, 0.5]",3.5,-1.5,1.0,1.0,0.5,True,False,False,False,True,False,True,False,True,False,173.6,False,False
JXN,Jackson Financial Inc. Class A Common Stock ,5656966369.0,628379,0,False,2025-02-19,After market close,95.44,True,2.81,"[7.0, 2.0, 3.0, 1.0, -1.5]","[0.277, 0.11, 0.288, 0.11, 0.215]",0.65,-1.52,4.33,+/-,96.92,94.9,92.66,96.35,92.31,95.44,84.55,96.08,83.69,80.89,87.41,80.36,82.8,84.48,81.38,84.03,85.44,82.42,86.27,87.82,84.67,2.81,"[7.0, 2.0, 3.0, 1.0, -1.5]",7.0,2.0,3.0,1.0,-1.5,True,False,True,False,True,False,True,False,False,False,95.44,False,False
J,Jacobs Solutions Inc. Common Stock,15170906594.0,1077494,0,False,2025-02-04,Before market open,140.11,True,1.82,"[3.5, 1.5, 4.0, 0.5, -1.2]","[0.248, 0.071, 0.281, 0.119, 0.281]",0.6,1.21,0.61,+/+,138.44,140.11,133.66,144.61,133.08,134.9,131.94,134.92,129.68,133.15,134.63,131.34,133.6,135.02,132.67,134.06,135.34,133.39,132.89,133.8,131.19,1.82,"[3.5, 1.5, 4.0, 0.5, -1.2]",3.5,1.5,4.0,0.5,-1.2,False,False,False,False,False,False,False,False,False,True,140.11,True,True
JAZZ,Jazz Pharmaceuticals plc Common Stock (Ireland),7103270744.0,1127220,0,False,2025-02-25,After market close,140.5,True,2.06,"[5.0, 2.5, 4.0, 1.0, -1.5]","[0.195, 0.105, 0.271, 0.152, 0.276]",0.65,2.79,-0.73,+/+,136.69,137.37,139.67,140.52,137.13,140.5,144.17,148.06,134.57,143.27,147.98,141.14,143.53,143.67,140.89,140.22,145.4,139.6,138.95,141.28,138.23,2.06,"[5.0, 2.5, 4.0, 1.0, -1.5]",5.0,2.5,4.0,1.0,-1.5,False,False,False,False,False,False,False,False,False,True,140.5,True,True
JEF,Jefferies Financial Group Inc. Common Stock,9638341899.0,1508214,0,False,2025-01-08,After market close,74.24,True,1.65,"[7.0, 2.5, 2.0, 1.0, -2.5]","[0.19, 0.11, 0.276, 0.157, 0.267]",0.65,-6.18,7.83,+/-,79.13,78.76,79.68,80.25,78.35,74.24,71.08,74.24,69.74,70.48,71.02,69.05,71.12,71.89,70.86,73.9,74.88,73.39,74.04,75.62,73.99,1.65,"[7.0, 2.5, 2.0, 1.0, -2.5]",7.0,2.5,2.0,1.0,-2.5,True,False,True,False,True,False,True,False,False,False,74.24,False,False
JBLU,JetBlue Airways Corporation Common Stock,1544921763.0,51121586,0,False,2025-01-28,Before market open,6.98,True,1.35,"[7.0, 1.8, 3.0, -3.0, -1.5]","[0.181, 0.114, 0.262, 0.162, 0.281]",0.55,-13.72,15.07,+/-,8.09,6.98,6.01,6.98,5.75,6.0,6.1,6.26,5.74,6.32,6.41,5.97,6.58,7.18,6.38,6.04,6.38,6.02,6.18,6.19,6.02,1.35,"[7.0, 1.8, 3.0, -3.0, -1.5]",7.0,1.8,3.0,-3.0,-1.5,True,False,True,False,True,False,False,False,False,False,6.98,False,False
JOBY,Joby Aviation Inc. Common Stock,5081419166.0,11341235,0,False,2025-02-26,After market close,7.09,True,1.44,"[7.5, -3.5, 5.0, 4.0, -3.0]","[0.131, 0.181, 0.236, 0.181, 0.271]",0.5,9.08,-7.64,+/+,6.5,6.71,6.7,6.89,6.61,7.09,6.75,7.2,6.56,7.0,7.08,6.39,6.46,7.17,6.36,6.6,6.78,6.23,6.79,6.79,6.51,1.44,"[7.5, -3.5, 5.0, 4.0, -3.0]",7.5,-3.5,5.0,4.0,-3.0,False,False,False,True,False,False,False,False,False,True,7.09,True,True
JNJ,Johnson & Johnson Common Stock,373783483893.0,5815179,0,False,2025-01-22,Before market open,142.86,True,2.03,"[2.0, -1.5, 5.0, 0.0, 1.0]","[0.238, 0.076, 0.276, 0.124, 0.286]",0.25,-2.8,4.83,+/-,146.97,142.86,144.12,144.31,140.98,144.29,145.48,146.74,143.66,145.65,146.46,145.22,151.68,152.23,146.82,149.19,151.76,149.11,149.95,150.67,148.81,2.03,"[2.0, -1.5, 5.0, 0.0, 1.0]",2.0,-1.5,5.0,0.0,1.0,True,False,False,False,True,False,False,False,True,False,142.86,False,False
JCI,Johnson Controls International plc Ordinary Share,55423850108.0,4910056,0,False,2025-02-05,Before market open,86.72,True,1.64,"[3.5, -3.0, 4.0, -3.0, 1.5]","[0.224, 0.086, 0.271, 0.133, 0.286]",0.52,12.71,-11.07,+/+,76.94,86.72,85.63,88.5,85.03,86.54,87.61,87.97,85.27,87.26,88.35,86.98,89.12,89.55,88.38,88.76,89.37,88.11,88.63,88.95,86.95,1.64,"[3.5, -3.0, 4.0, -3.0, 1.5]",3.5,-3.0,4.0,-3.0,1.5,False,False,False,True,False,False,False,True,False,False,86.72,True,True
JLL,Jones Lang LaSalle Incorporated Common Stock,10756045652.0,276700,0,False,2025-02-19,Before market open,274.18,True,2.34,"[3.0, 2.5, 5.0, 1.0, -2.0]","[0.182, 0.16, 0.318, 0.16, 0.18]",0.65,-2.74,5.08,+/-,281.91,274.18,279.27,283.48,272.92,276.39,272.28,277.6,271.47,262.07,273.35,259.77,263.92,267.09,260.63,265.57,269.45,261.63,270.94,273.01,266.7,2.34,"[3.0, 2.5, 5.0, 1.0, -2.0]",3.0,2.5,5.0,1.0,-2.0,True,False,True,False,True,False,True,False,False,False,274.18,False,False
JNPR,Juniper Networks Inc. Common Stock,12101452192.0,4059223,0,False,2025-02-04,After market close,35.78,True,0.46,"[3.5, -4.5, 0.0, -2.5, 1.2]","[0.229, 0.081, 0.274, 0.129, 0.288]",0.55,4.08,-3.62,+/+,34.38,34.76,35.43,35.43,34.51,35.78,35.86,36.02,35.16,35.78,36.06,35.58,35.48,35.81,35.46,35.75,36.06,35.52,35.88,36.1,35.59,0.46,"[3.5, -4.5, 0.0, -2.5, 1.2]",3.5,-4.5,0.0,-2.5,1.2,False,False,False,True,False,False,False,True,False,False,35.78,True,True
KBH,KB Home Common Stock,3852089702.0,935971,0,False,2025-01-13,After market close,71.36,True,0.15,"[3.5, -3.5, 0.0, 3.5, -3.0]","[0.233, 0.081, 0.279, 0.129, 0.279]",0.45,13.36,-13.21,+/+,62.96,62.6,63.84,64.01,62.19,71.36,66.92,72.37,65.06,68.27,71.38,67.94,68.0,68.13,65.89,67.64,69.49,67.14,66.78,69.22,66.52,0.15,"[3.5, -3.5, 0.0, 3.5, -3.0]",3.5,-3.5,0.0,3.5,-3.0,False,False,False,True,False,False,False,False,False,True,71.36,True,True
KBR,KBR Inc. Common Stock,6955836666.0,1028788,1,False,2024-10-23,Before market open,67.89,True,2.66,"[4.5, 2.5, 2.0, 1.5, 3.0]","[0.205, 0.168, 0.34, 0.15, 0.138]",0.75,-3.0,5.66,+/-,69.99,67.89,66.86,70.76,65.98,66.81,66.66,67.17,66.13,66.36,67.14,66.05,66.81,67.04,66.5,66.87,66.98,66.15,67.88,68.12,66.61,2.66,"[4.5, 2.5, 2.0, 1.5, 3.0]",4.5,2.5,2.0,1.5,3.0,True,False,True,False,True,False,True,False,True,False,67.89,False,False
BEKE,KE Holdings Inc American Depositary Shares (each representing three Class A Ordinary Shares),23891461504.0,2972560,1,False,2024-11-21,Before market open,19.25,True,1.97,"[2.5, 1.5, 2.0, 3.0, 1.0]","[0.195, 0.15, 0.305, 0.15, 0.2]",0.4,-4.84,6.81,+/-,20.23,19.25,19.98,20.52,18.85,19.39,19.4,19.53,18.92,18.4,19.03,18.38,18.72,18.78,18.01,19.01,19.62,19.0,18.85,19.09,18.51,1.97,"[2.5, 1.5, 2.0, 3.0, 1.0]",2.5,1.5,2.0,3.0,1.0,True,False,True,False,True,False,True,False,True,False,19.25,False,False
KKR,KKR & Co. Inc. Common Stock,100931908065.0,3555061,0,False,2025-02-04,Before market open,161.67,True,1.35,"[4.0, 2.0, 2.0, 1.0, -1.5]","[0.238, 0.076, 0.276, 0.124, 0.286]",0.55,-0.83,2.18,+/-,163.01,161.67,149.11,162.19,148.81,146.74,153.62,154.21,146.74,151.4,155.41,149.02,148.42,152.4,148.2,147.74,151.21,146.38,142.28,146.69,141.7,1.35,"[4.0, 2.0, 2.0, 1.0, -1.5]",4.0,2.0,2.0,1.0,-1.5,True,False,True,False,True,False,True,False,False,False,161.67,False,False
KLAC,KLA Corporation Common Stock,92304462639.0,631825,0,False,2025-01-30,After market close,757.22,True,2.21,"[6.5, 3.0, 0.0, 1.0, 1.5]","[0.21, 0.095, 0.276, 0.143, 0.276]",0.7,6.45,-4.24,+/+,711.36,729.63,740.76,744.43,720.37,757.22,736.58,768.51,733.34,738.54,751.3,724.73,747.63,754.3,731.18,757.44,760.2,739.27,760.1,762.52,751.52,2.21,"[6.5, 3.0, 0.0, 1.0, 1.5]",6.5,3.0,0.0,1.0,1.5,False,False,False,False,False,False,False,False,False,False,757.22,True,True
KAI,Kadant Inc Common Stock,3657418653.0,100771,0,False,2025-02-12,After market close,367.12,True,2.7,"[4.0, 1.5, 5.0, 2.5, -1.5]","[0.213, 0.145, 0.31, 0.145, 0.188]",0.65,0.88,1.82,+/+,363.93,357.26,356.42,362.0,351.86,367.12,353.78,383.55,351.09,388.01,402.9,374.57,397.93,409.25,383.14,394.61,398.23,385.98,387.25,394.61,383.72,2.7,"[4.0, 1.5, 5.0, 2.5, -1.5]",4.0,1.5,5.0,2.5,-1.5,False,False,False,False,False,False,False,False,False,True,367.12,True,True
K,Kellanova Common Stock,28521739558.0,2207632,0,False,2025-02-06,Before market open,81.37,True,1.16,"[5.0, 1.2, 2.0, -2.0, -1.5]","[0.238, 0.076, 0.276, 0.124, 0.286]",0.65,0.09,1.07,+/+,81.3,81.37,81.57,81.6,81.27,81.54,81.73,81.74,81.46,81.71,81.72,81.55,81.63,81.68,81.59,81.61,81.77,81.59,81.64,81.73,81.61,1.16,"[5.0, 1.2, 2.0, -2.0, -1.5]",5.0,1.2,2.0,-2.0,-1.5,False,False,False,False,False,False,False,True,False,True,81.37,True,True
KVUE,Kenvue Inc. Common Stock,44168773039.0,12012299,0,False,2025-02-06,Before market open,20.33,True,1.57,"[4.0, -3.0, 3.0, 2.0, -0.8]","[0.238, 0.076, 0.276, 0.124, 0.286]",0.45,-0.99,2.56,+/-,20.54,20.33,19.61,20.89,19.56,19.7,19.98,20.03,19.65,20.38,20.54,20.0,20.7,20.75,20.33,20.96,21.02,20.5,21.45,21.58,20.88,1.57,"[4.0, -3.0, 3.0, 2.0, -0.8]",4.0,-3.0,3.0,2.0,-0.8,True,False,False,False,True,False,True,False,False,False,20.33,False,False
KDP,Keurig Dr Pepper Inc. Common Stock,46672230169.0,9610838,0,False,2025-02-25,Before market open,34.69,True,1.07,"[3.0, 4.0, 0.0, 1.5, -0.5]","[0.224, 0.086, 0.276, 0.133, 0.281]",0.6,2.34,-1.27,+/+,33.89,34.69,34.71,35.73,34.32,34.51,33.51,34.61,33.44,33.38,33.65,32.48,33.29,34.0,33.1,33.9,34.13,33.08,33.37,34.35,33.34,1.07,"[3.0, 4.0, 0.0, 1.5, -0.5]",3.0,4.0,0.0,1.5,-0.5,False,False,False,False,False,False,False,False,False,True,34.69,True,True
KEY,KeyCorp Common Stock,16267356361.0,8052212,0,False,2025-01-21,Before market open,17.23,True,1.55,"[5.0, -2.5, 4.0, 1.0, -2.0]","[0.224, 0.086, 0.271, 0.133, 0.286]",0.55,-4.7,6.25,+/-,18.08,17.23,17.43,17.66,17.08,17.29,17.09,17.37,17.02,17.26,17.3,17.03,17.47,17.74,17.18,17.45,17.65,17.25,17.44,17.58,17.13,1.55,"[5.0, -2.5, 4.0, 1.0, -2.0]",5.0,-2.5,4.0,1.0,-2.0,True,False,False,False,True,False,True,False,False,False,17.23,False,False
KEYS,Keysight Technologies Inc. Common Stock,25150842208.0,920453,1,False,2024-11-19,After market close,165.21,True,2.8,"[4.5, 2.5, 4.0, 1.0, 0.5]","[0.235, 0.13, 0.295, 0.13, 0.21]",0.7,9.11,-6.31,+/+,151.42,149.14,152.13,152.58,147.9,165.21,165.48,168.46,159.0,170.43,170.52,162.83,170.28,171.05,168.25,171.68,175.39,170.54,171.91,173.07,170.55,2.8,"[4.5, 2.5, 4.0, 1.0, 0.5]",4.5,2.5,4.0,1.0,0.5,False,False,False,False,False,False,False,False,False,False,165.21,True,True
KRC,Kilroy Realty Corporation Common Stock,3722486661.0,1495673,0,False,2025-02-10,After market close,35.7,True,0.42,"[2.5, -2.5, 0.0, 2.0, -0.8]","[0.238, 0.076, 0.267, 0.124, 0.295]",0.45,-2.58,3.0,+/-,36.65,36.7,36.19,36.81,36.11,35.7,35.24,37.25,34.98,34.45,34.75,33.87,34.83,35.06,34.2,34.34,35.61,34.2,34.16,34.33,33.48,0.42,"[2.5, -2.5, 0.0, 2.0, -0.8]",2.5,-2.5,0.0,2.0,-0.8,True,False,False,False,False,False,True,False,False,False,35.7,False,False
KMB,Kimberly-Clark Corporation Common Stock,43670308366.0,2626988,0,False,2025-01-28,Before market open,130.44,True,2.09,"[4.0, 1.2, 1.5, 1.5, 1.5]","[0.245, 0.071, 0.276, 0.119, 0.288]",0.65,0.14,1.95,+/+,130.25,130.44,128.29,132.2,128.08,128.63,128.52,129.89,128.34,129.69,130.27,128.79,128.82,129.92,127.78,129.3,130.15,128.07,128.16,129.73,127.56,2.09,"[4.0, 1.2, 1.5, 1.5, 1.5]",4.0,1.2,1.5,1.5,1.5,False,False,False,False,False,False,False,False,False,False,130.44,True,True
KIM,Kimco Realty Corporation (HC) Common Stock,13827459392.0,4939178,0,False,2025-02-07,Before market open,22.66,True,2.95,"[4.5, -1.5, 5.0, 2.0, 1.5]","[0.224, 0.086, 0.276, 0.133, 0.281]",0.65,2.32,0.63,+/+,22.15,22.66,22.13,22.76,21.76,22.01,21.88,22.12,21.71,22.12,22.12,21.68,22.03,22.07,21.67,22.18,22.19,21.94,21.55,22.37,21.55,2.95,"[4.5, -1.5, 5.0, 2.0, 1.5]",4.5,-1.5,5.0,2.0,1.5,False,False,False,True,False,False,False,False,False,False,22.66,True,True
KMI,Kinder Morgan Inc. Common Stock,58440408020.0,13555137,1,False,2024-10-16,After market close,23.95,True,2.13,"[4.0, 2.5, 3.0, -3.5, 1.7]","[0.245, 0.135, 0.335, 0.13, 0.155]",0.55,-0.04,2.17,+/-,23.96,24.04,24.12,24.25,23.9,23.95,24.01,24.6,23.7,24.14,24.17,23.86,23.94,24.2,23.85,24.0,24.16,23.77,23.97,24.05,23.8,2.13,"[4.0, 2.5, 3.0, -3.5, 1.7]",4.0,2.5,3.0,-3.5,1.7,True,False,True,False,True,False,False,False,True,False,23.95,False,False
